date-time,mu,std,beta1,beta2
2019-09-29 16:00:00,,inf,0.0,0.0
2019-09-29 16:20:00,,inf,0.0,0.0
2019-09-29 16:40:00,,inf,0.0,0.0
2019-09-29 17:00:00,,inf,0.0,0.0
2019-09-29 17:20:00,,inf,0.0,0.0
2019-09-29 17:40:00,,inf,0.0,0.0
2019-09-29 18:00:00,,inf,0.0,0.0
2019-09-29 18:20:00,,inf,0.0,0.0
2019-09-29 18:40:00,,inf,0.0,0.0
2019-09-29 19:00:00,,inf,0.0,0.0
2019-09-29 19:20:00,,inf,0.0,0.0
2019-09-29 19:40:00,,inf,0.0,0.0
2019-09-29 20:00:00,,inf,0.0,0.0
2019-09-29 20:20:00,,inf,0.0,0.0
2019-09-29 20:40:00,,inf,0.0,0.0
2019-09-29 21:00:00,,inf,0.0,0.0
